Strategy,Total Return,Ann. Return,Ann. Volatility,Sharpe Ratio,Sortino Ratio,Max Drawdown,Calmar Ratio,Win Rate,Avg Turnover,Beta,Alpha,Info Ratio
black_litterman,60.52461660749695,0.5328418651454028,0.3202258438764501,1.5390446291884912,2.108468394309623,-0.4640678153413978,1.1481982751883157,0.5602263540824576,0.01988348087643197,-0.018956240453405007,0.49493547918464076,0.8720154547102311
markowitz,35.17569688301309,0.4469428851693795,0.3126618044582345,1.3015433269008052,1.7766061046716117,-0.4723649310594088,0.9461813436636515,0.5606305578011318,0.01042536442220066,-0.009592371433959399,0.40800231061574305,0.7234621243399257
equal_weight,24.162628657642962,0.38914149309604684,0.28895671374268794,1.2082830281872345,1.6016395144615057,-0.49377638264303964,0.7880925592534155,0.5622473726758286,0.0004042037186742119,-0.028365068812088536,0.35227426124355543,0.623106686573057
spy_benchmark,3.032407655360112,0.15013626644502476,0.18009073324869324,0.611559875726276,0.7342029858754907,-0.3371726255744885,0.44528011783049243,0.5553343949044586,0.0,0.9999999999999998,2.7755575615628914e-17,0.0
